PeakID (cmd=annotatePeaks.pl 4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5230	chr7	22766819	22766871	+	201	NA	5' UTR (NM_000600, exon 1 of 5)	promoter-TSS (NM_000600)	79	NM_000600	3569	Hs.654458	NM_000600	ENSG00000136244	IL6	BSF2|HGF|HSF|IFNB2|IL-6	interleukin 6	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6009b	chrM	10482	10659	+	201	NA	NA	Intergenic	NA	NA								
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4830	chr5	180634766	180634844	+	201	NA	Intergenic--5371	tRNA-Lys-AAG|tRNA|tRNA	-2512	NM_033342	81786	Hs.487412	NM_033342	ENSG00000146054	TRIM7	GNIP|RNF90	tripartite motif containing 7	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_591	chr1	228296942	228296999	+	201	NA	5' UTR (NM_181465, exon 1 of 4)	promoter-TSS (NM_181465)	43	NM_181456	128308	Hs.63236	NM_181441	ENSG00000162910	MRPL55	AAVG5835|L55nt|MRP-L55|PRO19675	mitochondrial ribosomal protein L55	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1879	chr15	35280405	35280486	+	201	NA	5' UTR (NM_014106, exon 1 of 3)	promoter-TSS (NM_014106)	52	NM_014106	54989	Hs.744990	NM_014106	ENSG00000198146	ZNF770	PRO1914	zinc finger protein 770	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1993	chr15	75230292	75230450	+	201	NA	5' UTR (NM_004255, exon 1 of 5)	5' UTR (NM_004255, exon 1 of 5)	124	NM_004255	9377	Hs.401903	NM_004255		COX5A	COX|COX-VA|VA	cytochrome c oxidase subunit Va	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_750	chr10	95256386	95256448	+	201	NA	5' UTR (NM_018131, exon 1 of 9)	promoter-TSS (NM_018131)	28	NM_018131	55165	Hs.14559	NM_018131	ENSG00000138180	CEP55	C10orf3|CT111|URCC6	centrosomal protein 55kDa	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3780	chr3	49449295	49449425	+	201	NA	5' UTR (NM_001664, exon 1 of 5)	promoter-TSS (NM_022171)	170	NM_001664	387	Hs.247077	NM_001664	ENSG00000067560	RHOA	ARH12|ARHA|RHO12|RHOH12	ras homolog family member A	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_846	chr10	116286582	116286668	+	201	NA	5' UTR (NM_006720, exon 1 of 17)	promoter-TSS (NM_006720)	60	NM_006720	3983	Hs.438236	NM_002313	ENSG00000099204	ABLIM1	ABLIM|LIMAB1|LIMATIN|abLIM-1	actin binding LIM protein 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4454	chr5	121413896	121414057	+	201	NA	5' UTR (NM_002317, exon 1 of 7)	promoter-TSS (NM_002317)	79	NM_002317	4015	Hs.102267	NM_002317	ENSG00000113083	LOX	-	lysyl oxidase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3529	chr21	27269897	27269965	+	201	NA	exon (NM_001136129, exon 13 of 15)	exon (NM_001136129, exon 13 of 15)	-161966	NM_001003703	522	Hs.246310	NM_001685	ENSG00000154723	ATP5J	ATP5|ATP5A|ATPM|CF6|F6	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_319	chr1	115263263	115263326	+	200	NA	exon (NM_007158, exon 16 of 19)	exon (NM_007158, exon 16 of 19)	-3779	NM_002524	4893	Hs.486502	NM_002524	ENSG00000213281	NRAS	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	neuroblastoma RAS viral (v-ras) oncogene homolog	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3284	chr2	188368372	188368482	+	200	NA	exon (NM_001032281, exon 2 of 7)	exon (NM_001032281, exon 2 of 7)	50792	NM_001032281	7035	Hs.516578	NM_006287	ENSG00000003436	TFPI	EPI|LACI|TFI|TFPI1	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4612	chr5	80501461	80501535	+	200	NA	non-coding (NR_002754, exon 1 of 2)	promoter-TSS (NR_002754)	35	NR_002755	26830		NR_002755	ENSG00000200169	RNU5D-1	RNU5D|U5DL|U5DS	RNA, U5D small nuclear 1	snRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4534	chr5	35429166	35429221	+	200	NA	Intergenic--4651	U3|snRNA|snRNA	-188796	NM_144722	79925	Hs.298863	NM_024867	ENSG00000152582	SPEF2	CT122|KPL2	sperm flagellar 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_395	chr1	155658877	155658980	+	199	NA	5' UTR (NM_001199850, exon 1 of 12)	promoter-TSS (NM_001199850)	43	NM_004632	7818	Hs.516746	NM_004632	ENSG00000132676	DAP3	DAP-3|MRP-S29|MRPS29|bMRP-10	death associated protein 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_622	chr1	244615130	244615216	+	199	NA	5' UTR (NM_001126, exon 1 of 13)	5' UTR (NM_001126, exon 1 of 13)	263	NM_001126	159	Hs.498313	NM_001126	ENSG00000035687	ADSS	ADEH|ADSS 2	adenylosuccinate synthase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2323	chr17	7835197	7835273	+	199	NA	5' UTR (NM_001166621, exon 1 of 5)	promoter-TSS (NM_001166621)	32	NM_021210	58485	Hs.24379	NM_021210	ENSG00000170043	TRAPPC1	BET5|MUM2	trafficking protein particle complex 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2375	chr17	7212962	7213093	+	199	NA	exon (NM_001143762, exon 2 of 6)	exon (NM_001143762, exon 2 of 6)	1333	NM_001143762	1984	Hs.534314	NM_001970	ENSG00000132507	EIF5A	EIF-5A|EIF5A1|eIF5AI	eukaryotic translation initiation factor 5A	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2774	chr18	71815762	71815838	+	199	NA	5' UTR (NM_014177, exon 1 of 6)	promoter-TSS (NM_014177)	54	NM_014177	29090	Hs.532835	NM_014177		TIMM21	C18orf55|HSPC154|TIM21	translocase of inner mitochondrial membrane 21 homolog (yeast)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3235	chr2	150444183	150444282	+	199	NA	5' UTR (NM_015702, exon 1 of 8)	promoter-TSS (NM_015702)	98	NM_015702	27249	Hs.5324	NM_015702	ENSG00000168288	MMADHC	C2orf25|CL25022|cblD	methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_982	chr11	62554876	62554986	+	199	NA	5' UTR (NM_199337, exon 1 of 5)	promoter-TSS (NM_199337)	57	NM_199337	374395	Hs.381134	NM_199337	ENSG00000185475	TMEM179B	-	transmembrane protein 179B	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1391	chr12	57039670	57039770	+	198	NA	5' UTR (NM_001686, exon 1 of 10)	promoter-TSS (NR_002737)	132	NM_001686	506	Hs.406510	NM_001686	ENSG00000110955	ATP5B	ATPMB|ATPSB|HEL-S-271	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3764	chr3	48604054	48604143	+	198	NA	exon (NM_000094, exon 111 of 118)	exon (NM_000094, exon 111 of 118)	-2897	NM_033199	90226	Hs.631914	NM_033199	ENSG00000145040	UCN2	SRP|UCN-II|UCNI|UR|URP	urocortin 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3807	chr3	53276151	53276246	+	198	NA	exon (NM_001064, exon 2 of 14)	exon (NM_001064, exon 2 of 14)	13932	NM_001258028	7086	Hs.89643	NM_001064	ENSG00000163931	TKT	HEL-S-48|HEL107|TK|TKT1	transketolase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_955	chr11	57529310	57529494	+	198	NA	5' UTR (NM_001085463, exon 1 of 19)	5' UTR (NM_001085463, exon 1 of 19)	168	NM_001085465	1500	Hs.166011	NM_001331	ENSG00000198561	CTNND1	CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN)	catenin (cadherin-associated protein), delta 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2837	chr19	5690521	5690588	+	198	NA	5' UTR (NM_033643, exon 2 of 4)	exon (NM_033643, exon 2 of 4)	208	NM_015414	25873	Hs.408018	NM_015414	ENSG00000130255	RPL36	L36	ribosomal protein L36	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2376	chr17	26925951	26926037	+	198	NA	5' UTR (NM_006461, exon 1 of 24)	promoter-TSS (NM_006461)	62	NM_006461	10615	Hs.514033	NM_006461	ENSG00000076382	SPAG5	DEEPEST|MAP126|hMAP126	sperm associated antigen 5	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_281	chr1	92225992	92226046	+	198	NA	intron (NM_003243, intron 3 of 16)	U2|snRNA|snRNA	125817	NR_036634	7049	Hs.482390	NM_003243	ENSG00000069702	TGFBR3	BGCAN|betaglycan	transforming growth factor beta receptor III	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3737	chr20	60962386	60962454	+	198	NA	5' UTR (NM_001024, exon 2 of 6)	exon (NM_001024, exon 2 of 6)	299	NM_001024	6227	Hs.190968	NM_001024	ENSG00000171858	RPS21	HLDF|S21	ribosomal protein S21	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_954	chr11	57508939	57509006	+	198	NA	5' UTR (NM_170746, exon 1 of 4)	TTS (NM_015959)	250	NM_170746	280636	Hs.655373	NM_170746	ENSG00000211450	C11orf31	C17orf10|SELH	chromosome 11 open reading frame 31	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1384	chr12	56709697	56709794	+	197	NA	5' UTR (NM_001190991, exon 1 of 3)	TTS (NM_001127460)	383	NM_001190991	10330	Hs.8752	NM_014255	ENSG00000257727	CNPY2	HP10390|MSAP|TMEM4|ZSIG9	canopy FGF signaling regulator 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5622a	chr9	33135187	33135376	+	197	NA	exon (NM_001497, exon 2 of 6)	exon (NM_001497, exon 2 of 6)	-31665	NR_108109	101929639	Hs.545818	NR_108108	ENSG00000233554	B4GALT1-AS1	-	B4GALT1 antisense RNA 1	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6012	chrX	153577292	153577388	+	197	NA	exon (NM_001110556, exon 48 of 48)	exon (NM_001110556, exon 48 of 48)	25666	NM_001110556	2316	Hs.195464	NM_001456	ENSG00000196924	FLNA	ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD	filamin A, alpha	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4381	chr4	140222659	140222746	+	197	NA	5' UTR (NM_057175, exon 1 of 20)	promoter-TSS (NM_001184986)	26	NM_057175	80155	Hs.745047	NM_057175	ENSG00000164134	NAA15	Ga19|NARG1|NAT1P|NATH|TBDN|TBDN100	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_634a	chr1	245027712	245027845	+	197	NA	5' UTR (NM_004501, exon 1 of 14)	promoter-TSS (NM_004501)	49	NM_031844	3192	Hs.106212	NM_004501	ENSG00000153187	HNRNPU	HNRNPU-AS1|HNRPU|SAF-A|SAFA|U21.1|hnRNP U	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_448	chr1	159888204	159888380	+	197	NA	3' UTR (NM_001277223, exon 5 of 5)	3' UTR (NM_001277223, exon 5 of 5)	5215	NM_001277224	8407	Hs.517168	NM_003564	ENSG00000158710	TAGLN2	HA1756	transgelin 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3925	chr3	139108429	139108483	+	197	NA	5' UTR (NM_004766, exon 1 of 22)	promoter-TSS (NM_004766)	66	NR_023350	9276	Hs.681616	NM_004766	ENSG00000184432	COPB2	beta'-COP	coatomer protein complex subunit beta 2 (beta prime)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6107	chrX	80457611	80457689	+	196	NA	5' UTR (NM_003022, exon 1 of 4)	promoter-TSS (NM_030763)	-209	NM_030763	79366	Hs.282204	NM_030763	ENSG00000198157	HMGN5	NBP-45|NSBP1	high mobility group nucleosome binding domain 5	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5578	chr8	42948652	42948741	+	196	NA	5' UTR (NM_032237, exon 1 of 5)	promoter-TSS (NM_032237)	47	NM_032237	84197	Hs.491646	NM_032237	ENSG00000185900	POMK	MDDGA12|MDDGC12|SGK196	protein-O-mannose kinase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3694	chr3	3221293	3221375	+	196	NA	5' UTR (NM_001173482, exon 1 of 11)	promoter-TSS (NM_001173482)	67	NM_001173482	51185	Hs.18925	NM_016302	ENSG00000113851	CRBN	MRT2|MRT2A	cereblon	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_863	chr10	120840245	120840329	+	196	NA	5' UTR (NM_003750, exon 1 of 22)	promoter-TSS (NM_003750)	47	NM_003750	8661	Hs.523299	NM_003750	ENSG00000107581	EIF3A	EIF3|EIF3S10|P167|TIF32|eIF3-p170|eIF3-theta|p180|p185	eukaryotic translation initiation factor 3, subunit A	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3952	chr3	22423213	22423276	+	196	NA	Intergenic--2960	Intergenic	424613	NR_046876	100874221	Hs.160616	NR_046876	ENSG00000223351	ZNF385D-AS2	-	ZNF385D antisense RNA 2	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2643	chr17	72200282	72200345	+	196	NA	exon (NM_001035258, exon 3 of 5)	exon (NM_001035258, exon 3 of 5)	518	NM_000999	6169	Hs.380953	NM_000999	ENSG00000172809	RPL38	L38	ribosomal protein L38	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3713	chr20	55043711	55043810	+	196	NA	5' UTR (NM_016407, exon 1 of 9)	exon (NM_016407, exon 1 of 9)	119	NM_001283037	51507	Hs.517134	NM_016407	ENSG00000022277	RTFDC1	C20orf43|CDAO5|HSPC164|SHUJUN-3	replication termination factor 2 domain containing 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2463	chr17	34136485	34136585	+	196	NA	5' UTR (NM_139215, exon 1 of 16)	promoter-TSS (NM_139215)	76	NM_003487	8148	Hs.402752	NM_003487	ENSG00000270647	TAF15	Npl3|RBP56|TAF2N|TAFII68	TATA box binding protein associated factor 15	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_260	chr1	91123431	91123480	+	196	NA	Intergenic--719	U3|snRNA|snRNA	59339	NM_020063	343472	Hs.451956	NM_020063		BARHL2	-	BarH-like homeobox 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5107	chr6	126448904	126448954	+	196	NA	Intergenic--6072	L3|LINE|CR1	-5167	NR_049880	100847016		NR_049880	ENSG00000266721	MIR5695	-	microRNA 5695	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3832	chr22	24546405	24546454	+	196	NA	intron (NM_001201429, intron 28 of 35)	intron (NM_001201429, intron 28 of 35)	-31015	NM_019601	56241	Hs.131819	NM_019601	ENSG00000099994	SUSD2	BK65A6.2	sushi domain containing 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3903	chr3	129034631	129034698	+	195	NA	exon (NM_006026, exon 1 of 1)	promoter-TSS (NR_026991)	-450	NR_026991	339942	Hs.450096	NM_001025468		H1FX-AS1	C3orf47	H1FX antisense RNA 1	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5696	chr9	86595058	86595129	+	194	NA	5' UTR (NM_031263, exon 1 of 17)	promoter-TSS (NM_031263)	91	NM_031263	3190	Hs.522257	NM_002140	ENSG00000165119	HNRNPK	AUKS|CSBP|HNRPK|TUNP	heterogeneous nuclear ribonucleoprotein K	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1383	chr12	56694068	56694158	+	194	NA	5' UTR (NM_004077, exon 1 of 11)	promoter-TSS (NM_004077)	62	NM_004077	1431	Hs.743252	NM_004077	ENSG00000062485	CS	-	citrate synthase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1985	chr15	72511254	72511409	+	193	NA	exon (NM_001206799, exon 2 of 11)	exon (NM_001206799, exon 2 of 11)	10732	NM_001206799	5315	Hs.534770	NM_002654	ENSG00000067225	PKM	CTHBP|HEL-S-30|OIP3|PK3|PKM2|TCB|THBP1	pyruvate kinase, muscle	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2282	chr16	70380799	70380934	+	193	NA	5' UTR (NM_018332, exon 1 of 12)	promoter-TSS (NM_018332)	42	NM_018332	55308	Hs.656037	NM_018332	ENSG00000168872	DDX19A	DDX19-DDX19L|DDX19L	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19A	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3148	chr2	96811115	96811179	+	193	NA	5' UTR (NM_004418, exon 1 of 4)	promoter-TSS (NM_004418)	32	NM_004418	1844	Hs.1183	NM_004418	ENSG00000158050	DUSP2	PAC-1|PAC1	dual specificity phosphatase 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_104	chr1	29063455	29063581	+	193	NA	5' UTR (NM_001172828, exon 1 of 4)	promoter-TSS (NM_001172828)	66	NM_001172828	51441	Hs.532286	NM_016258	ENSG00000198492	YTHDF2	CAHL|HGRG8|NY-REN-2	YTH N(6)-methyladenosine RNA binding protein 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1249	chr12	6677385	6677459	+	193	NA	5' UTR (NM_001258308, exon 1 of 16)	promoter-TSS (NM_001258308)	76	NM_001258310	4839	Hs.534334	NM_006170	ENSG00000111641	NOP2	NOL1|NOP120|NSUN1|p120	NOP2 nucleolar protein	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4970	chr6	31783319	31783376	+	193	NA	5' UTR (NM_005345, exon 1 of 1)	promoter-TSS (NM_005527).4	56	NM_005345	3303	Hs.274402	NM_005345	ENSG00000204389	HSPA1A	HEL-S-103|HSP70-1|HSP70-1A|HSP70.1|HSP70I|HSP72|HSPA1	heat shock 70kDa protein 1A	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5530	chr8	144998538	144998617	+	193	NA	exon (NM_000445, exon 32 of 33)	exon (NM_000445, exon 32 of 33)	15181	NM_201384	5339	Hs.434248	NM_000445	ENSG00000178209	PLEC	EBS1|EBSMD|EBSND|EBSO|EBSOG|EBSPA|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN	plectin	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2589	chr17	79477954	79478040	+	193	NA	exon (NM_001199954, exon 5 of 6)	exon (NM_001199954, exon 5 of 6)	1895	NM_001199954	71	Hs.514581	NM_001614	ENSG00000184009	ACTG1	ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176	actin gamma 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3168	chr2	106015402	106015479	+	193	NA	5' UTR (NM_201555, exon 1 of 8)	5' UTR (NM_201555, exon 1 of 8)	135	NM_001039492	2274	Hs.443687	NM_001450	ENSG00000115641	FHL2	AAG11|DRAL|FHL-2|SLIM-3|SLIM3	four and a half LIM domains 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_692	chr10	33200504	33200581	+	193	NA	exon (NM_002211, exon 13 of 16)	exon (NM_002211, exon 13 of 16)	-10142	NR_132768	106633814		NR_132768		SNORA86	-	small nucleolar RNA, H/ACA box 86	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_317	chr1	115259318	115259383	+	192	NA	5' UTR (NM_002524, exon 1 of 7)	TTS (NM_007158)	165	NM_002524	4893	Hs.486502	NM_002524	ENSG00000213281	NRAS	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	neuroblastoma RAS viral (v-ras) oncogene homolog	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4493	chr5	14316902	14316972	+	192	NA	intron (NM_007118, intron 9 of 56)	intron (NM_007118, intron 9 of 56)	173108	NM_007118	7204	Hs.130031	NM_007118	ENSG00000038382	TRIO	ARHGEF23|tgat	trio Rho guanine nucleotide exchange factor	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2068	chr15	90931480	90931647	+	192	NA	5' UTR (NM_003870, exon 1 of 38)	promoter-TSS (NM_003870)	90	NM_003870	8826	Hs.430551	NM_003870	ENSG00000140575	IQGAP1	HUMORFA01|SAR1|p195	IQ motif containing GTPase activating protein 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3485	chr2	207630327	207630390	+	191	NA	5' UTR (NM_001136193, exon 1 of 12)	promoter-TSS (NM_001039845)	-85	NR_104261	130752	Hs.147816	NM_206892	ENSG00000138400	MDH1B	RP11-95H11	malate dehydrogenase 1B	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1255	chr12	6716497	6716550	+	191	NA	5' UTR (NM_001273, exon 1 of 40)	promoter-TSS (NM_001273)	76	NM_001273	1108	Hs.162233	NM_001273	ENSG00000111642	CHD4	CHD-4|Mi-2b|Mi2-BETA	chromodomain helicase DNA binding protein 4	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_543	chr1	204380849	204380944	+	191	NA	5' UTR (NM_032833, exon 1 of 2)	promoter-TSS (NM_032833)	49	NM_032833	84919	Hs.304376	NM_032833	ENSG00000158615	PPP1R15B	CREP	protein phosphatase 1, regulatory subunit 15B	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3893	chr3	127842552	127842655	+	191	NA	5' UTR (NM_003707, exon 1 of 11)	promoter-TSS (NM_003707)	68	NM_003707	8607	Hs.272822	NM_003707	ENSG00000175792	RUVBL1	ECP54|INO80H|NMP238|PONTIN|Pontin52|RVB1|TIH1|TIP49|TIP49A	RuvB-like AAA ATPase 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5520	chr8	144679492	144679578	+	191	NA	5' UTR (NM_001289950, exon 1 of 8)	promoter-TSS (NM_032862)	23	NM_001130057	1936	Hs.333388	NM_001960	ENSG00000104529	EEF1D	EF-1D|EF1D|FP1047	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2037	chr16	686721	686788	+	191	NA	Intergenic	promoter-TSS (NM_001040162)	-388	NM_001040165	84326	Hs.239500	NM_032366	ENSG00000130731	C16orf13	JFP2	chromosome 16 open reading frame 13	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6033	chrY	8232003	8232068	+	190	NA	Intergenic--17524	Intergenic	319884	NR_001550	252950	Hs.522852	NR_001550	ENSG00000233699	TTTY18	NCRNA00143	testis-specific transcript, Y-linked 18 (non-protein coding)	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_296	chr1	102572180	102572245	+	190	NA	Intergenic--774	U2|snRNA|snRNA	-109422	NM_001288823	118427	Hs.484475	NM_058170	ENSG00000118733	OLFM3	NOE3|NOELIN3|OPTIMEDIN	olfactomedin 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_407	chr1	154192939	154193100	+	190	NA	5' UTR (NM_001297717, exon 1 of 5)	promoter-TSS (NM_014847)	254	NM_001297721	25912	Hs.287471	NM_015449	ENSG00000143612	C1orf43	HSPC012|NICE-3|NS5ATP4|S863-3	chromosome 1 open reading frame 43	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1358	chr12	50882300	50882350	+	190	NA	Intergenic--10620	U3|snRNA|snRNA	-16443	NM_173602	57609	Hs.505516	NM_020849	ENSG00000066084	DIP2B	-	disco-interacting protein 2 homolog B	protein-coding
